,stars,body,clean_text,lemmatized_text,scores,sentiment,word_count
121,1.0,most disappointing support from customer care i purchased the alexe echo dot device for my grand daughter days bach i was unable to set up the device i and my son struggled for several hours for days then we called customer support while they talk very sweetly they do not keep their promises no mail is received no return phone call as promised we have to continousy follow up leavng all our other work after paying rupees this is a big punishment the device cannot connect to the wi fi the customr support came to the conclusion that the device is defective and will be replaced i do not know when i am keeping folded hands praying this is the fate of on line shopping with amazon,disappointing support customer care purchased alexe echo dot device grand daughter days bach unable set device son struggled several hours days called customer support talk sweetly keep promises mail received return phone call promised continousy follow leavng work paying rupees big punishment device cannot connect wi fi customr support came conclusion device defective replaced know keeping folded hands praying fate line shopping amazon,disappointing support customer care purchased alexe echo dot device grand daughter day bach unable set device son struggled several hour day called customer support talk sweetly keep promise mail received return phone call promised continousy follow leavng work paying rupee big punishment device cannot connect wi fi customr support came conclusion device defective replaced know keeping folded hand praying fate line shopping amazon,6.0,1,63
122,5.0,most advanced tech i purchased till date very happy the media could not be loaded best sound clarityvery responsive alexa using with smart plug and bulbplug wipro a connected to ac all reminders and alarm using thisbest in one word ,advanced tech purchased till date happy media could loaded best sound clarityvery responsive alexa using smart plug bulbplug wipro connected ac reminders alarm using thisbest one word,advanced tech purchased till date happy medium could loaded best sound clarityvery responsive alexa using smart plug bulbplug wipro connected ac reminder alarm using thisbest one word,8.0,1,27
123,5.0,now it is working purchased echo dot ed gen connected but alexa didn t respond very well no songs i have no prime membership some times shows a rotating blue light not answer any questions the package was opened while dispatched alexa application also not responding in the mobile something went wrong i sign in my account in amazon and delete all devices uninstall app from phone reinstall all nothing help to overcome the issue now it is resting in the table i am also resting tired then some one call from amazonhe said the wifi was the culprit i am also noticed it i reset the wifi account from isp call and ask to reset my account but there is no gaana hungama etc in my music list only amazon music apple music tunein after a while search in the net and by the help of the amazon caller i reached the gaana and hungama savan enable button in the web page in my computer now i can play all the music that is it ,working purchased echo dot ed gen connected alexa respond well songs prime membership times shows rotating blue light answer questions package opened dispatched alexa application also responding mobile something went wrong sign account amazon delete devices uninstall app phone reinstall nothing help overcome issue resting table also resting tired one call amazonhe said wifi culprit also noticed reset wifi account isp call ask reset account gaana hungama etc music list amazon music apple music tunein search net help amazon caller reached gaana hungama savan enable button web page computer play music,working purchased echo dot ed gen connected alexa respond well song prime membership time show rotating blue light answer question package opened dispatched alexa application also responding mobile something went wrong sign account amazon delete device uninstall app phone reinstall nothing help overcome issue resting table also resting tired one call amazonhe said wifi culprit also noticed reset wifi account isp call ask reset account gaana hungama etc music list amazon music apple music tunein search net help amazon caller reached gaana hungama savan enable button web page computer play music,1.0,1,91
124,3.0,overrated product overall product is ok but i m not happy with the price and alexa integration she can recognize your voice from approx m of a distance however the recommendations suggestions provided by alexa is not satisfactory i mostly listen to music and the choices she makes are inexact i mean idk how she come up with lame songs for example i have asked for hollywood songs she sometimes starts playing bhojpuri songs additionally i have asked her to repeat what i have asked and she replies the correct sentence and that s more strange anyways price comparing to product price is too high i bought it for and i would be happy to buy it for approx but more than is unacceptable for alexa trust me i regret buying this product also it s not even wireless it s app is too heavy which makes it too slow and so on if you earn luke crazy money go for it it s good for show off however if you are that person who thinks before buying don t buy it pls save your money for better things ,overrated product overall product ok happy price alexa integration recognize voice approx distance however recommendations suggestions provided alexa satisfactory mostly listen music choices makes inexact mean idk come lame songs example asked hollywood songs sometimes starts playing bhojpuri songs additionally asked repeat asked replies correct sentence strange anyways price comparing product price high bought would happy buy approx unacceptable alexa trust regret buying product also even wireless app heavy makes slow earn luke crazy money go good show however person thinks buying buy pls save money better things,overrated product overall product ok happy price alexa integration recognize voice approx distance however recommendation suggestion provided alexa satisfactory mostly listen music choice make inexact mean idk come lame song example asked hollywood song sometimes start playing bhojpuri song additionally asked repeat asked reply correct sentence strange anyways price comparing product price high bought would happy buy approx unacceptable alexa trust regret buying product also even wireless app heavy make slow earn luke crazy money go good show however person think buying buy pls save money better thing,3.0,1,88
125,5.0,quality product with a variety of uses echo dot rd gen is an absolutely amazing device it works as expected and has great amount of features th sound signature is good and alexa works pc of the time although there is room for improvement in voice recognition when there is too much noise in the room or fan is running and search results of alexa also needs some improvements overall a great product at good price,quality product variety uses echo dot rd gen absolutely amazing device works expected great amount features th sound signature good alexa works pc time although room improvement voice recognition much noise room fan running search results alexa also needs improvements overall great product good price,quality product variety us echo dot rd gen absolutely amazing device work expected great amount feature th sound signature good alexa work pc time although room improvement voice recognition much noise room fan running search result alexa also need improvement overall great product good price,27.0,1,45
126,1.0,distorted bass sound defected product received in imphal manipur this is my second purchase the first one was bought in noida it was great but this one i got it delivered in imphal manipur the bass of the speaker is distorted the sound is distorted it is nowhere as good as the one i got it in noida is amazon trying to sell defected products in the north east or something it takes longer than usual to reach imphal even tho i have a prime membership on top of that you re selling us defected products shameful now i ll have to wait for days for it to get replaced with the lockdown and all who knows how longer it ll take extremely disappointed ,distorted bass sound defected product received imphal manipur second purchase first one bought noida great one got delivered imphal manipur bass speaker distorted sound distorted nowhere good one got noida amazon trying sell defected products north east something takes longer usual reach imphal even tho prime membership top selling us defected products shameful wait days get replaced lockdown knows longer take extremely disappointed,distorted bass sound defected product received imphal manipur second purchase first one bought noida great one got delivered imphal manipur bass speaker distorted sound distorted nowhere good one got noida amazon trying sell defected product north east something take longer usual reach imphal even tho prime membership top selling u defected product shameful wait day get replaced lockdown know longer take extremely disappointed,-1.0,-1,63
127,5.0,best for smart homes you can buy it with no hesitation but my suggestion is the people who are looking to or having a smart home like everything in your house is automated with voice command it s good for you and for the normal houses it s just act like a bluetooth speaker that s it somewhere around in a corner laying in your house if you want to buy it first convert your house like smart bulbs tubelights android tv remote enabled fans ac s normal houses just a speaker that you can talk when bored for entertainment ,best smart homes buy hesitation suggestion people looking smart home like everything house automated voice command good normal houses act like bluetooth speaker somewhere around corner laying house want buy first convert house like smart bulbs tubelights android tv remote enabled fans ac normal houses speaker talk bored entertainment,best smart home buy hesitation suggestion people looking smart home like everything house automated voice command good normal house act like bluetooth speaker somewhere around corner laying house want buy first convert house like smart bulb tubelights android tv remote enabled fan ac normal house speaker talk bored entertainment,17.0,1,49
128,3.0,stop bluetooth announcement the most frustrating feature of alexa is the annoying announcement while connecting to bluetooth it does every time when it connects with the device and there is no way to disable it people have been crying for years while amazon is not listening other than that it is much better in comparison to google home mini in comparison voice quality and search too ,stop bluetooth announcement frustrating feature alexa annoying announcement connecting bluetooth every time connects device way disable people crying years amazon listening much better comparison google home mini comparison voice quality search,stop bluetooth announcement frustrating feature alexa annoying announcement connecting bluetooth every time connects device way disable people cry year amazon listening much better comparison google home mini comparison voice quality search,-2.0,-1,31
129,3.0,sound quality good eco dot rd gen some time not recognise conamds and skills company claim fully smart speaker but when you use eco dot rd gen you realise is this not a fully smart speaker hardware is good but software is not up to the mark need more updates link with maps some time then i ask where is mathura answere correct but when i say how i go mathura no route find by alexa eco dot rd gen more updates needed may be ,sound quality good eco dot rd gen time recognise conamds skills company claim fully smart speaker use eco dot rd gen realise fully smart speaker hardware good software mark need updates link maps time ask mathura answere correct say go mathura route find alexa eco dot rd gen updates needed may,sound quality good eco dot rd gen time recognise conamds skill company claim fully smart speaker use eco dot rd gen realise fully smart speaker hardware good software mark need update link map time ask mathura answere correct say go mathura route find alexa eco dot rd gen update needed may,10.0,1,51
130,4.0,good product i had google donut but it failed miserably echo dot is much better however it doesnt recognize some questions but nevertheless good device but the smart bulb i got with it is very very tough to adjust with it through app still havent been able to do it as the bulb instructions arent veryclear,good product google donut failed miserably echo dot much better however doesnt recognize questions nevertheless good device smart bulb got tough adjust app still havent able bulb instructions arent veryclear,good product google donut failed miserably echo dot much better however doesnt recognize question nevertheless good device smart bulb got tough adjust app still havent able bulb instruction arent veryclear,4.0,1,30
131,1.0,worst software with best speaker i am not criticizing this product but i hope it helps to improve the quality in future the speaker quality is very good i will give star out of stars but the question understanding ability is very very very worst if any question asked it gives irrelevant answers it answers only for simple qustions like what s time what s my name like that if i want to play desired songs in local language i has to tell alexa for atleast to times to understand to get exact song but i am not returning this product back because i like the audio output sound very much ,worst software best speaker criticizing product hope helps improve quality future speaker quality good give star stars question understanding ability worst question asked gives irrelevant answers answers simple qustions like time name like want play desired songs local language tell alexa atleast times understand get exact song returning product back like audio output sound much,worst software best speaker criticizing product hope help improve quality future speaker quality good give star star question understanding ability worst question asked give irrelevant answer answer simple qustions like time name like want play desired song local language tell alexa atleast time understand get exact song returning product back like audio output sound much,19.0,1,55
132,4.0,good hardware software leaves much to be desired i have both google home and alexa alexa works better with smart devices it responds much quicker to requests on turning light on off compared to ghome which clearly lags however alexa lags ghome on answering questions and playing music when asked to play music it frequently responds with saavn is not available in your region while playing saavn other times also it s response to natural language questions is behind ghome speaker quality great speaker sensitivity excellent it catches the wake word even when spoken from a distance ghome lags here ,good hardware software leaves much desired google home alexa alexa works better smart devices responds much quicker requests turning light compared ghome clearly lags however alexa lags ghome answering questions playing music asked play music frequently responds saavn available region playing saavn times also response natural language questions behind ghome speaker quality great speaker sensitivity excellent catches wake word even spoken distance ghome lags,good hardware software leaf much desired google home alexa alexa work better smart device responds much quicker request turning light compared ghome clearly lag however alexa lag ghome answering question playing music asked play music frequently responds saavn available region playing saavn time also response natural language question behind ghome speaker quality great speaker sensitivity excellent catch wake word even spoken distance ghome lag,15.0,1,64
133,3.0,good no battery power no charm like product is good integration with amazon music is good dislikeno battery back up so it occupies the power point not portable as well major disadvantage for the price paid the same size of branded wireless speakers are far cheaper ,good battery power charm like product good integration amazon music good dislikeno battery back occupies power point portable well major disadvantage price paid size branded wireless speakers far cheaper,good battery power charm like product good integration amazon music good dislikeno battery back occupies power point portable well major disadvantage price paid size branded wireless speaker far cheaper,12.0,1,29
134,5.0,a very handy tool in a busy life a must have product in your room it does understand english and hindi questions and queries better than google home and also the sound quality is excellent when compared bluetooth feature comes very handy and notification light blinking is also a great way better build quality than the previous generations featured skills are also available on the alexa app including the alexa calling and broadcasting features mic is also very responsive too bass of the speaker is sufficient for a medium sized room only issue is that with the manual buttons on the top which for my taste looks very ugly although if looks are not the priority then it is the best buy in the smart speaker segment today ,handy tool busy life must product room understand english hindi questions queries better google home also sound quality excellent compared bluetooth feature comes handy notification light blinking also great way better build quality previous generations featured skills also available alexa app including alexa calling broadcasting features mic also responsive bass speaker sufficient medium sized room issue manual buttons top taste looks ugly although looks priority best buy smart speaker segment today,handy tool busy life must product room understand english hindi question query better google home also sound quality excellent compared bluetooth feature come handy notification light blinking also great way better build quality previous generation featured skill also available alexa app including alexa calling broadcasting feature mic also responsive bass speaker sufficient medium sized room issue manual button top taste look ugly although look priority best buy smart speaker segment today,19.0,1,71
135,3.0,alexa understanding capacity is reduced alexa doesn t understand the commands properly i ask to play sainyoo nee it plays sainya ve i ask to play it plays some other languages radio station which we don t understand it is not able to recognise the wipro bulb i am fed up with alexa i want to return it back if possible ,alexa understanding capacity reduced alexa understand commands properly ask play sainyoo nee plays sainya ask play plays languages radio station understand able recognise wipro bulb fed alexa want return back possible,alexa understanding capacity reduced alexa understand command properly ask play sainyoo nee play sainya ask play play language radio station understand able recognise wipro bulb fed alexa want return back possible,1.0,1,31
136,5.0,good product value for money product is good after using for a month felt bad i should have gone to th generation few features are missing in it just a suggestion should have added micro sd features too to listen for some downloaded songs also all features are good and working well happy with the product ,good product value money product good using month felt bad gone th generation features missing suggestion added micro sd features listen downloaded songs also features good working well happy product,good product value money product good using month felt bad gone th generation feature missing suggestion added micro sd feature listen downloaded song also feature good working well happy product,7.0,1,30
137,3.0,i didn t like the sound signature i didn t like the sound signature i had to reduce the bass to and mid and treble to to make it suit my ears the alexa app is very sluggish it s very well built can recognise voice from distance options are less as compared to google assistant ,like sound signature like sound signature reduce bass mid treble make suit ears alexa app sluggish well built recognise voice distance options less compared google assistant,like sound signature like sound signature reduce bass mid treble make suit ear alexa app sluggish well built recognise voice distance option le compared google assistant,2.0,1,26
138,5.0,amazing smart speaker superb audio quality best smart speaker i have bought got it a very good price during amazon great indian festival got it for around rs along with smart led buld pros very good build quality superb design amazing audio quality very good audio songs collection helps is various smart task like controlling smart lights at home cons not portable like a bluetooth speaker as it requires power and internet overall i am very satisfied with this product i can recommend this if you are someone looking for a smart speaker with good sound quality ,amazing smart speaker superb audio quality best smart speaker bought got good price amazon great indian festival got around rs along smart led buld pros good build quality superb design amazing audio quality good audio songs collection helps various smart task like controlling smart lights home cons portable like bluetooth speaker requires power internet overall satisfied product recommend someone looking smart speaker good sound quality,amazing smart speaker superb audio quality best smart speaker bought got good price amazon great indian festival got around r along smart led buld pro good build quality superb design amazing audio quality good audio song collection help various smart task like controlling smart light home con portable like bluetooth speaker requires power internet overall satisfied product recommend someone looking smart speaker good sound quality,60.0,1,65
139,1.0,please read before buying please note you will enjoy this device only when you will be prime member of amazon k year otherwise it s very bad after few days initially you will enjoy voice command but it s not accurate and limited so you will want to control it from mobile but it s only possible to prime members ,please read buying please note enjoy device prime member amazon k year otherwise bad days initially enjoy voice command accurate limited want control mobile possible prime members,please read buying please note enjoy device prime member amazon k year otherwise bad day initially enjoy voice command accurate limited want control mobile possible prime member,3.0,1,27
140,3.0,dont expect it to do wonders its needs a other yrs of work well good for kids but for the most part ai needs huge amount of work dont expect smartness like google it more of bluetooth speaker and there are better options available in this price range my daughter likes to play around with alexa with all kinds of unusual questions decided to keep it,dont expect wonders needs yrs work well good kids part ai needs huge amount work dont expect smartness like google bluetooth speaker better options available price range daughter likes play around alexa kinds unusual questions decided keep,dont expect wonder need yr work well good kid part ai need huge amount work dont expect smartness like google bluetooth speaker better option available price range daughter like play around alexa kind unusual question decided keep,12.0,1,37
141,1.0,don t buy after one year of useless use they are just making customer fool by selling a box useful with only amazon prime u cannot use hotatar sony liv ganna wynk nothing as no app skill supported i am regretting to buy such cheap useless dumb box and with alexa u will have headache as she don t know anything best is google by miles,buy one year useless use making customer fool selling box useful amazon prime u cannot use hotatar sony liv ganna wynk nothing app skill supported regretting buy cheap useless dumb box alexa u headache know anything best google miles,buy one year useless use making customer fool selling box useful amazon prime u cannot use hotatar sony liv ganna wynk nothing app skill supported regretting buy cheap useless dumb box alexa u headache know anything best google mile,-6.0,-1,39
142,3.0,sound gets distorted at higher volumes it s versatile in the sense that everyone at home can play almost whatever they like but most songs available on amazon music are not recognized by voice commands you need to search them on phone and then cast on the speaker also i think a wall mount should be included in the package ,sound gets distorted higher volumes versatile sense everyone home play almost whatever like songs available amazon music recognized voice commands need search phone cast speaker also think wall mount included package,sound get distorted higher volume versatile sense everyone home play almost whatever like song available amazon music recognized voice command need search phone cast speaker also think wall mount included package,0.0,0,31
143,5.0,worth every penny the media could not be loaded bought the entire thing in less than k whole room is automated now tv ac lights switchesthings i am using alexa echo dot amazon smart plug a chroma wifi ir remote tv ac wipro garnet rgb wlooking forward to adding more devices,worth every penny media could loaded bought entire thing less k whole room automated tv ac lights switchesthings using alexa echo dot amazon smart plug chroma wifi ir remote tv ac wipro garnet rgb wlooking forward adding devices,worth every penny medium could loaded bought entire thing le k whole room automated tv ac light switchesthings using alexa echo dot amazon smart plug chroma wifi ir remote tv ac wipro garnet rgb wlooking forward adding device,3.0,1,38
144,4.0,alexa features understanding mechanism alexa doesn t have full feature struggles to have the reminder or reminder doesn t works at all doesn t remember the play list doesn t store multiple play list or facing problem to retrieve multiple playlist cldn t find the multi language recognition feature skill eg tamil as usual issue with pay on delivery courier shows resistance on pay on delivery by cash otherwise everything is perfect by quality and delivery ,alexa features understanding mechanism alexa full feature struggles reminder reminder works remember play list store multiple play list facing problem retrieve multiple playlist cldn find multi language recognition feature skill eg tamil usual issue pay delivery courier shows resistance pay delivery cash otherwise everything perfect quality delivery,alexa feature understanding mechanism alexa full feature struggle reminder reminder work remember play list store multiple play list facing problem retrieve multiple playlist cldn find multi language recognition feature skill eg tamil usual issue pay delivery courier show resistance pay delivery cash otherwise everything perfect quality delivery,1.0,1,47
145,5.0,best in this price range i ve been using it for months now working totally fine voice quality and volume is really great comparing with its size voice recognition is good doesn t work without wifi best for home use bluetooth connectivity is seemless if you love to listen music and use ai to schedule meetings alarms listen to news this one is for you it doesn t have a battery runs only on electricity in this price range this is the best product,best price range using months working totally fine voice quality volume really great comparing size voice recognition good work without wifi best home use bluetooth connectivity seemless love listen music use ai schedule meetings alarms listen news one battery runs electricity price range best product,best price range using month working totally fine voice quality volume really great comparing size voice recognition good work without wifi best home use bluetooth connectivity seemless love listen music use ai schedule meeting alarm listen news one battery run electricity price range best product,22.0,1,45
146,3.0,not good for zoom calls i have purchased this for my kids class but it always drops the voice in between and speaker is not compatible with zoom we expect at least voice in the zoom call should be fine but it isn t it is not the internet or bandwidth problem because i have mbps and g wifi connectivity if you are going for meetings i would recommend to go with another product ,good zoom calls purchased kids class always drops voice speaker compatible zoom expect least voice zoom call fine internet bandwidth problem mbps g wifi connectivity going meetings would recommend go another product,good zoom call purchased kid class always drop voice speaker compatible zoom expect least voice zoom call fine internet bandwidth problem mbps g wifi connectivity going meeting would recommend go another product,4.0,1,32
147,5.0,a good entry level smart speaker bought a bit suprised by how lpud the speaker is voice recognition is good with the fan on at full speed tried using an rca to aux to connect this to an old sony bluray this allowed me to play songs from my phone on the old sony but frankly the audio could be way louder and clearer the wipro smart bulb works without issues ,good entry level smart speaker bought bit suprised lpud speaker voice recognition good fan full speed tried using rca aux connect old sony bluray allowed play songs phone old sony frankly audio could way louder clearer wipro smart bulb works without issues,good entry level smart speaker bought bit suprised lpud speaker voice recognition good fan full speed tried using rca aux connect old sony bluray allowed play song phone old sony frankly audio could way louder clearer wipro smart bulb work without issue,13.0,1,42
148,2.0,very poor experience ai is bad no developed learning graduate student intern product sound audio quality is much better than other competitors but when it comes to ai very poor ai looks like it s not learning over the time it just follow simple command which graduate guy can implement if it s only for speaker then go for some other good brands very poor integration with mobile app fire stick didn t find any module to understand it very important for my family which is do not support marathi regional language and do not interpret marathi sonngs very clearly neither marathi names ,poor experience ai bad developed learning graduate student intern product sound audio quality much better competitors comes ai poor ai looks like learning time follow simple command graduate guy implement speaker go good brands poor integration mobile app fire stick find module understand important family support marathi regional language interpret marathi sonngs clearly neither marathi names,poor experience ai bad developed learning graduate student intern product sound audio quality much better competitor come ai poor ai look like learning time follow simple command graduate guy implement speaker go good brand poor integration mobile app fire stick find module understand important family support marathi regional language interpret marathi sonngs clearly neither marathi name,3.0,1,56
149,3.0,review after one month uses feature wise review sound quality star loud and clear voice recognition alexa intergration smart features alexa skills there is a lot of improvement neede in terms of alexa skills as it doesn t work well in most of the scenario such as alexa is not able to give you search results based on your exact location in one scenario i was searching for dominos to check its efficiency it gave me the nearest result which was not even in my city even though my wifi gps was on and the location was well marked on google maps as well ,review one month uses feature wise review sound quality star loud clear voice recognition alexa intergration smart features alexa skills lot improvement neede terms alexa skills work well scenario alexa able give search results based exact location one scenario searching dominos check efficiency gave nearest result even city even though wifi gps location well marked google maps well,review one month us feature wise review sound quality star loud clear voice recognition alexa intergration smart feature alexa skill lot improvement neede term alexa skill work well scenario alexa able give search result based exact location one scenario searching domino check efficiency gave nearest result even city even though wifi gps location well marked google map well,8.0,1,58
150,1.0,otp based delivery is worst worst ever application to reach u worst ever delivery experiance from amazon your otp based delivery is the worst thing getting frustrated by waiting for otp after delivery especially at times of mobile network failures no msg came for otp no option to re send the otp no instant customer care number to contact user enemy application if your algorithm fails to satisfy our customer needs give us an alternate to reach your customer care here after i wont use amazon for purchasing any thing give us alernative if your algorithm fails dont make us fools by your algorithm rules one star for makes us frustrated by your delivery rules ,otp based delivery worst worst ever application reach u worst ever delivery experiance amazon otp based delivery worst thing getting frustrated waiting otp delivery especially times mobile network failures msg came otp option send otp instant customer care number contact user enemy application algorithm fails satisfy customer needs give us alternate reach customer care wont use amazon purchasing thing give us alernative algorithm fails dont make us fools algorithm rules one star makes us frustrated delivery rules,otp based delivery worst worst ever application reach u worst ever delivery experiance amazon otp based delivery worst thing getting frustrated waiting otp delivery especially time mobile network failure msg came otp option send otp instant customer care number contact user enemy application algorithm fails satisfy customer need give u alternate reach customer care wont use amazon purchasing thing give u alernative algorithm fails dont make u fool algorithm rule one star make u frustrated delivery rule,-20.0,-1,77
151,5.0,small and powerful it s quite a simple yet powerful device while the voice recognition system still needs to improve the range of microphones is wide and it wakes up on calling instantly most of the time the speaker quality is good and pairing two of the for a stereo configuration will make it much better alexa works well as advertised and with additional skills it can become better would love to see more regional language officially supported as it s right now restricted to hindi only ,small powerful quite simple yet powerful device voice recognition system still needs improve range microphones wide wakes calling instantly time speaker quality good pairing two stereo configuration make much better alexa works well advertised additional skills become better would love see regional language officially supported right restricted hindi,small powerful quite simple yet powerful device voice recognition system still need improve range microphone wide wake calling instantly time speaker quality good pairing two stereo configuration make much better alexa work well advertised additional skill become better would love see regional language officially supported right restricted hindi,20.0,1,48
152,1.0,alexa lost peoples interest its not good as i thought about it even its not working according to my expectations whenever i ask or ordered somethingalexa didn t perform its even its doesn t know some common locations or alexa doesn t know about very common songs singer n album s its totally worthless in this task nd this is the biggest issues i faced with alexa and the last thing is alexa doesn t satisfied my expectations so its totally up to you guys either you improved its skills or take my suggestion queries nd issues lightlyit depends on you guys you take this note as my humble request or a joke but seriously its not a joke i am your one of the well wisher not a judge ,alexa lost peoples interest good thought even working according expectations whenever ask ordered somethingalexa perform even know common locations alexa know common songs singer n album totally worthless task nd biggest issues faced alexa last thing alexa satisfied expectations totally guys either improved skills take suggestion queries nd issues lightlyit depends guys take note humble request joke seriously joke one well wisher judge,alexa lost people interest good thought even working according expectation whenever ask ordered somethingalexa perform even know common location alexa know common song singer n album totally worthless task nd biggest issue faced alexa last thing alexa satisfied expectation totally guy either improved skill take suggestion query nd issue lightlyit depends guy take note humble request joke seriously joke one well wisher judge,8.0,1,63
153,2.0,long way to go alexa pros sound quality superb device looks great stylish alexa is too good only in those things which are shown in tv ad dim the light play animal sound so on but world does not end here cons integration with other device poor and take lot of time software and app working is poor voice recognition extremely poor especially when volume is above sometime i have scream you feel like better google kar leta kaha alexa ko bola diya music when you say play s songs it starts with same set and sequence of songs boring every time we have keep for charging after wipro smart bulb price deduction effectively alexa cost me but won t feel worth as a speaker only yes it is at last good affords by amazon but long way to go ,long way go alexa pros sound quality superb device looks great stylish alexa good things shown tv ad dim light play animal sound world end cons integration device poor take lot time software app working poor voice recognition extremely poor especially volume sometime scream feel like better google kar leta kaha alexa ko bola diya music say play songs starts set sequence songs boring every time keep charging wipro smart bulb price deduction effectively alexa cost feel worth speaker yes last good affords amazon long way go,long way go alexa pro sound quality superb device look great stylish alexa good thing shown tv ad dim light play animal sound world end con integration device poor take lot time software app working poor voice recognition extremely poor especially volume sometime scream feel like better google kar leta kaha alexa ko bola diya music say play song start set sequence song boring every time keep charging wipro smart bulb price deduction effectively alexa cost feel worth speaker yes last good affords amazon long way go,17.0,1,87
154,2.0,connectivity issue everytime with distorted sound i purchased amazon alexa rd generation in november since april whenever i connect my phone through bluetooth and play something on it through my phone the sound that comes from it is distorted and then i asked for help from amazon they told me to purchase the same new device since it s a covid pandemic so i agreed and bought a new device and when the device delivered to me after days it was also having the same issue as the previous one so i called in amazon help services and registered a complaint they told me to pair another mobile through bluetooth so i paired during the phone call to amazon helpline and played something on it then it was working perfectly alright but when i played through the new paired mobile on next day the sound was distorted i recommend not to buy this device ,connectivity issue everytime distorted sound purchased amazon alexa rd generation november since april whenever connect phone bluetooth play something phone sound comes distorted asked help amazon told purchase new device since covid pandemic agreed bought new device device delivered days also issue previous one called amazon help services registered complaint told pair another mobile bluetooth paired phone call amazon helpline played something working perfectly alright played new paired mobile next day sound distorted recommend buy device,connectivity issue everytime distorted sound purchased amazon alexa rd generation november since april whenever connect phone bluetooth play something phone sound come distorted asked help amazon told purchase new device since covid pandemic agreed bought new device device delivered day also issue previous one called amazon help service registered complaint told pair another mobile bluetooth paired phone call amazon helpline played something working perfectly alright played new paired mobile next day sound distorted recommend buy device,2.0,1,76
155,5.0,alexa i am impressed excellent device after fire tv stick this is my nd amazon made smart device it once again surprises me sound quality is good enough voice recognition also works great only drawback is there is no spotify integration so i have to depend on amazon music jiosaavan which are both crap except that it s a great smart little device through which you can elaborate your smart life quite amazingly ,alexa impressed excellent device fire tv stick nd amazon made smart device surprises sound quality good enough voice recognition also works great drawback spotify integration depend amazon music jiosaavan crap except great smart little device elaborate smart life quite amazingly,alexa impressed excellent device fire tv stick nd amazon made smart device surprise sound quality good enough voice recognition also work great drawback spotify integration depend amazon music jiosaavan crap except great smart little device elaborate smart life quite amazingly,17.0,1,40
156,5.0,superb and convenient superb product easy to setup and so convenient to use i ve set it up to link to my spotify account so you get even a larger database if music with prime music and spotify combined the sound quality surprised me i have many other portable speakers but this one is one of the better ones go for it ,superb convenient superb product easy setup convenient use set link spotify account get even larger database music prime music spotify combined sound quality surprised many portable speakers one one better ones go,superb convenient superb product easy setup convenient use set link spotify account get even larger database music prime music spotify combined sound quality surprised many portable speaker one one better one go,15.0,1,32
157,4.0,good buy if price is around i bought this in offer in i liked the product as the speaker quality is good for a bedroom size the voice recognition is good overall the alexa works fine but of course there are flaws in understanding of instructions by alexa because artificial intelligence is still just the tip of the iceberg i don t think it would have been a good buy if bought above this price ,good buy price around bought offer liked product speaker quality good bedroom size voice recognition good overall alexa works fine course flaws understanding instructions alexa artificial intelligence still tip iceberg think would good buy bought price,good buy price around bought offer liked product speaker quality good bedroom size voice recognition good overall alexa work fine course flaw understanding instruction alexa artificial intelligence still tip iceberg think would good buy bought price,18.0,1,36
158,5.0,must have for music we have been using echo dot for playing music with kids around it becomes easier to play songs without have to look out for the phone so less screen time in front of kids and more family time speaker volume is good for hall good for in house get together ,must music using echo dot playing music kids around becomes easier play songs without look phone less screen time front kids family time speaker volume good hall good house get together,must music using echo dot playing music kid around becomes easier play song without look phone le screen time front kid family time speaker volume good hall good house get together,6.0,1,31
159,5.0,excellent product loud speakers i have been using it for almost months and till now i don t have any problem with it it recognises most of the commands give to it it surfs information from google to give accurate answers i liked that it s speakers are very loud and clear sound quality works excellent for both hindi and english commands not much difference between echo dot rd generation and th generation ,excellent product loud speakers using almost months till problem recognises commands give surfs information google give accurate answers liked speakers loud clear sound quality works excellent hindi english commands much difference echo dot rd generation th generation,excellent product loud speaker using almost month till problem recognises command give surf information google give accurate answer liked speaker loud clear sound quality work excellent hindi english command much difference echo dot rd generation th generation,9.0,1,37
160,5.0,good hardware but poor software its one of the finest smart speaker in indian market nd amazon prime rs per year subscription gives more benefits with music video etc when it comes to hardware it hav good sound which fills one smal room echo support more smart accessories thn google home nd apple homepod thats big thumbs up for echo when it comes to software its lacks so much features google home ll give you more accurate answers and follw up conservation alexa properly dnt deals with follow up multiple questions amazon music dnt have more collections lik spotify wynk so overall good hardware with poor software needs to improve more in software you need to plug in al the time because it does not come with battery option ,good hardware poor software one finest smart speaker indian market nd amazon prime rs per year subscription gives benefits music video etc comes hardware hav good sound fills one smal room echo support smart accessories thn google home nd apple homepod thats big thumbs echo comes software lacks much features google home give accurate answers follw conservation alexa properly dnt deals follow multiple questions amazon music dnt collections lik spotify wynk overall good hardware poor software needs improve software need plug al time come battery option,good hardware poor software one finest smart speaker indian market nd amazon prime r per year subscription give benefit music video etc come hardware hav good sound fill one smal room echo support smart accessory thn google home nd apple homepod thats big thumb echo come software lack much feature google home give accurate answer follw conservation alexa properly dnt deal follow multiple question amazon music dnt collection lik spotify wynk overall good hardware poor software need improve software need plug al time come battery option,15.0,1,86
